MolecularWeight,IsomericSMILES,IUPACName,name
134.22,CC1=CC=C(C=C1)C(C)C,1-methyl-4-propan-2-ylbenzene,p-cymene
136.19,CC(C)C1=CC=C(C=C1)O,4-propan-2-ylphenol,4-isopropylphenol
136.15,CC(=O)C1=CC=C(C=C1)O,1-(4-hydroxyphenyl)ethanone,4'-hydroxyacetophenone
150.17,CC(=O)C1=CC=C(C=C1)OC,1-(4-methoxyphenyl)ethanone,4'-methoxyacetophenone
152.15,COC1=CC=C(C=C1)C(=O)O,4-methoxybenzoic acid,4-methoxybenzoic acid
104.15,C=CC1=CC=CC=C1,styrene,styrene
103.12,C1=CC=C(C=C1)C#N,benzonitrile,benzonitrile
124.21,C1=CC=C(C=C1)CS,phenylmethanethiol,benzyl mercaptan
108.14,COC1=CC=CC=C1,anisole,anisole
124.21,CSC1=CC=CC=C1,methylsulfanylbenzene,thioanisole
107.15,CCC1=CC=CC=N1,2-ethylpyridine,2-ethylpyridine
132.16,CC1(OCC(O1)CO)C,"(2,2-dimethyl-1,3-dioxolan-4-yl)methanol",solketal
122.16,CC1=CC(=CC=C1)OC,1-methoxy-3-methylbenzene,3-methylanisole
150.22,CC(C)(CC1=CC=CC=C1)O,2-methyl-1-phenylpropan-2-ol,2-methyl-1-phenyl-2-propanol
150.17,COC(=O)CC1=CC=CC=C1,methyl 2-phenylacetate,methyl phenylacetate
164.2,C1COC(O1)CC2=CC=CC=C2,"2-benzyl-1,3-dioxolane","2-benzyl-1,3-dioxolane"
168.23,C1=CC=C(C=C1)CC2=CC=CC=C2,benzylbenzene,diphenylmethane
170.21,C1=CC=C(C=C1)OC2=CC=CC=C2,phenoxybenzene,diphenyl ether
164.2,CCOC(=O)CC1=CC=CC=C1,ethyl 2-phenylacetate,ethyl phenylacetate
210.27,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,"1,3-diphenylpropan-2-one","1,3-diphenylacetone"
256.3,COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2,(4-methoxyphenyl)methyl 2-phenylacetate,4-methoxybenzyl phenylacetate
206.28,CC(C)CCOC(=O)CC1=CC=CC=C1,3-methylbutyl 2-phenylacetate,isoamyl phenylacetate
240.3,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,2-phenylethyl 2-phenylacetate,phenethyl phenylacetate
143.27,CCCN(CCC)CCC,"N,N-dipropylpropan-1-amine",tripropylamine
185.35,CCCCN(CCCC)CCCC,"N,N-dibutylbutan-1-amine",tributylamine
164.24,CC(C)(CCC1=CC=CC=C1)O,2-methyl-4-phenylbutan-2-ol,2-methyl-4-phenyl-2-butanol
206.28,CC(=O)OC(C)(C)CCC1=CC=CC=C1,(2-methyl-4-phenylbutan-2-yl) acetate,103-07-1
172.26,CCCCC(CC)COC(=O)C,2-ethylhexyl acetate,2-ethylhexyl acetate
164.2,COC(=O)CCC1=CC=CC=C1,methyl 3-phenylpropanoate,methyl 3-phenylpropionate
178.23,CC(C)C(=O)OCC1=CC=CC=C1,benzyl 2-methylpropanoate,benzyl isobutyrate
178.23,CCCC(=O)OCC1=CC=CC=C1,benzyl butanoate,benzyl butyrate
192.25,CC(C)CC(=O)OCC1=CC=CC=C1,benzyl 3-methylbutanoate,benzyl isovalerate
164.2,CC(=O)OCCC1=CC=CC=C1,2-phenylethyl acetate,phenethyl acetate
192.25,CC(C)C(=O)OCCC1=CC=CC=C1,2-phenylethyl 2-methylpropanoate,phenethyl isobutyrate
198.26,C1=CC=C(C=C1)COCC2=CC=CC=C2,phenylmethoxymethylbenzene,dibenzyl ether
192.25,CCCC(=O)OCCC1=CC=CC=C1,2-phenylethyl butanoate,phenethyl butyrate
206.28,CC(C)C(=O)OCCCC1=CC=CC=C1,3-phenylpropyl 2-methylpropanoate,3-phenylpropyl isobutyrate
122.16,CCOC1=CC=CC=C1,ethoxybenzene,phenetole
134.17,CC(=O)CC1=CC=CC=C1,1-phenylpropan-2-one,phenylacetone
178.23,CC1=CC=C(C=C1)OC(=O)C(C)C,(4-methylphenyl) 2-methylpropanoate,p-tolyl isobutyrate
190.28,CC(C)C1=CC=C(C=C1)C(C)CC=O,3-(4-propan-2-ylphenyl)butanal,schembl1299325
180.2,CC(=O)OCC1=CC=C(C=C1)OC,(4-methoxyphenyl)methyl acetate,4-methoxybenzyl acetate
150.22,CCCC1=CC=C(C=C1)OC,1-methoxy-4-propylbenzene,4-propylanisole
142.2,CCCCC1CCC(=O)O1,5-butyloxolan-2-one,gamma-octalactone
134.17,C1=CC=C(C=C1)CCC=O,3-phenylpropanal,3-phenylpropanal
136.15,C1=CC=C(C=C1)COC=O,benzyl formate,benzyl formate
150.17,C1=CC=C(C=C1)CCOC=O,2-phenylethyl formate,2-phenylethyl formate
130.23,CCCCC(CC)CO,2-ethylhexan-1-ol,2-ethylhexan-1-ol
120.15,CC1=CC=C(C=C1)C=O,4-methylbenzaldehyde,p-tolualdehyde
121.18,CCC1=CN=C(C=C1)C,5-ethyl-2-methylpyridine,5-ethyl-2-methylpyridine
122.16,CC1=CC=C(C=C1)OC,1-methoxy-4-methylbenzene,4-methylanisole
196.24,CC(C)COC(=O)CCC1=CC=CO1,2-methylpropyl 3-(furan-2-yl)propanoate,105-01-1
138.16,COC1=CC=C(C=C1)CO,(4-methoxyphenyl)methanol,4-methoxybenzyl alcohol
128.17,CCCC1CCC(=O)O1,5-propyloxolan-2-one,gamma-heptalactone
102.17,CCCC(C)CO,2-methylpentan-1-ol,2-methyl-1-pentanol
102.13,CCC(=O)OCC,ethyl propanoate,ethyl propionate
116.16,CCC(C)CC(=O)O,3-methylpentanoic acid,3-methylvaleric acid
116.11,CC(=O)CC(=O)OC,methyl 3-oxobutanoate,methyl acetoacetate
116.16,CCC(C)OC(=O)C,butan-2-yl acetate,sec-butyl acetate
160.17,CCOC(=O)CC(=O)OCC,diethyl propanedioate,diethyl malonate
116.16,CCCC(=O)OCC,ethyl butanoate,ethyl butyrate
118.17,CCOC(C)OCC,"1,1-diethoxyethane",acetal
118.13,CCOC(=O)OCC,diethyl carbonate,diethyl carbonate
113.16,C1CCC(=O)NCC1,azepan-2-one,azepan-2-one
130.18,CCCC(=O)OCCC,propyl butanoate,propyl butyrate
122.16,CC1=CC(=C(C=C1)O)C,"2,4-dimethylphenol","2,4-dimethylphenol"
144.21,CCC(=O)OCCC(C)C,3-methylbutyl propanoate,isoamyl propionate
172.26,CCCCCC(=O)OCC(C)C,2-methylpropyl hexanoate,isobutyl hexanoate
184.27,CC(CCC=C(C)C)CCOC=O,"3,7-dimethyloct-6-enyl formate",citronellyl formate
212.33,CCC(=O)OCCC(C)CCCC(=C)C,"3,7-dimethyloct-7-enyl propanoate",rhodinyl propionate
230.3,CCCOC(=O)CCCCC(=O)OCCC,dipropyl hexanedioate,dipropyl adipate
158.28,CC(C)CCCC(C)CCO,"3,7-dimethyloctan-1-ol","3,7-dimethyloctan-1-ol"
156.26,C[C@@H](CCC=C(C)C)CCO,"(3S)-3,7-dimethyloct-6-en-1-ol",7540-51-4
158.24,CCCC(=O)OCCC(C)C,3-methylbutyl butanoate,isoamyl butyrate
158.24,CCCCCCC(=O)OCC,ethyl heptanoate,ethyl heptanoate
172.26,CCCCCCCC(=O)OCC,ethyl octanoate,ethyl octanoate
228.37,CCCCCCCCCCCC(=O)OCC,ethyl dodecanoate,ethyl dodecanoate
114.19,CCCCC(=O)CC,heptan-3-one,3-heptanone
116.16,CCCOC(=O)CC,propyl propanoate,propyl propionate
146.14,COC(=O)CCC(=O)OC,dimethyl butanedioate,dimethyl succinate
128.21,CCC(C)CC(=O)CC,5-methylheptan-3-one,5-methylheptan-3-one
130.18,CCCCCC(=O)OC,methyl hexanoate,methyl hexanoate
144.21,CCCCCCC(=O)OC,methyl heptanoate,methyl heptanoate
230.3,COC(=O)CCCCCCCCC(=O)OC,dimethyl decanedioate,dimethyl sebacate
56.06,C=CC=O,prop-2-enal,acrolein
76.16,CCCS,propane-1-thiol,1-propanethiol
59.11,CCCN,propan-1-amine,propylamine
58.08,C=CCO,prop-2-en-1-ol,allyl alcohol
58.04,C(=O)C=O,oxaldehyde,glyoxal
60.05,COC=O,methyl formate,methyl formate
172.26,CC(CCCC(C)(C)O)CC=O,"7-hydroxy-3,7-dimethyloctanal",hydroxycitronellal
87.16,CC(C)CCN,3-methylbutan-1-amine,isoamylamine
86.13,CCCC(=O)C,pentan-2-one,2-pentanone
90.12,CC(COC)O,1-methoxypropan-2-ol,1-methoxy-2-propanol
100.16,CC(C)CC(=O)C,4-methylpentan-2-one,4-methyl-2-pentanone
102.17,CC(C)CC(C)O,4-methylpentan-2-ol,4-methyl-2-pentanol
102.13,CC(C)OC(=O)C,propan-2-yl acetate,isopropyl acetate
100.12,CC(=C)OC(=O)C,prop-1-en-2-yl acetate,isopropenyl acetate
100.12,CC1CCC(=O)O1,5-methyloxolan-2-one,gamma-valerolactone
107.15,CC1=CC(=NC=C1)C,"2,4-dimethylpyridine","2,4-lutidine"
107.15,CC1=NC(=CC=C1)C,"2,6-dimethylpyridine","2,6-dimethylpyridine"
108.14,CC1=CN=CC(=N1)C,"2,6-dimethylpyrazine","2,6-dimethylpyrazine"
132.11,COC(=O)CC(=O)OC,dimethyl propanedioate,dimethyl malonate
130.18,CCOC(=O)CC(C)C,ethyl 3-methylbutanoate,ethyl isovalerate
122.16,CC1=CC(=CC(=C1)O)C,"3,5-dimethylphenol","3,5-dimethylphenol"
121.18,CC1=CC(=NC(=C1)C)C,"2,4,6-trimethylpyridine","2,4,6-trimethylpyridine"
144.25,CC(C)CC(CC(C)C)O,"2,6-dimethylheptan-4-ol","2,6-dimethylheptan-4-ol"
142.24,CC(C)CC(=O)CC(C)C,"2,6-dimethylheptan-4-one","2,6-dimethyl-4-heptanone"
144.21,CC(C)CC(C)OC(=O)C,4-methylpentan-2-yl acetate,"1,3-dimethylbutyl acetate"
93.13,CC1=CC=NC=C1,4-methylpyridine,4-methylpyridine
100.16,C1CCC(CC1)O,cyclohexanol,cyclohexanol
98.14,C1CCC(=O)CC1,cyclohexanone,cyclohexanone
110.18,C1=CC=C(C=C1)S,benzenethiol,benzenethiol
93.13,CC1=CN=CC=C1,3-methylpyridine,3-methylpyridine
99.17,CC1CCCCN1,2-methylpiperidine,2-methylpiperidine
93.13,CC1=CC=CC=N1,2-methylpyridine,2-methylpyridine
94.11,CC1=NC=CN=C1,2-methylpyrazine,2-methylpyrazine
158.24,CCCCOC(=O)CC(C)C,butyl 3-methylbutanoate,butyl isovalerate
144.21,CCCCOC(=O)CCC,butyl butanoate,butyl butyrate
254.41,C1CCCCCCCC(=O)OCCCCCCC1,oxacycloheptadecan-2-one,16-hexadecanolide
314.5,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,dibutyl decanedioate,dibutyl sebacate
98.14,CC(=O)CCC=C,hex-5-en-2-one,5-hexen-2-one
102.13,CCCCC(=O)O,pentanoic acid,valeric acid
102.13,CCCOC(=O)C,propyl acetate,propyl acetate
73.14,CCCCN,butan-1-amine,butylamine
90.19,CCCCS,butane-1-thiol,1-butanethiol
108.23,C(CS)CS,"propane-1,3-dithiol","1,3-propanedithiol"
76.09,COCOC,dimethoxymethane,dimethoxymethane
73.14,CCNCC,N-ethylethanamine,diethylamine
74.08,CCOC=O,ethyl formate,ethyl formate
75.07,CCON=O,ethyl nitrite,ethyl nitrite
67.09,C1=CNC=C1,1H-pyrrole,pyrrole
68.07,C1=COC=C1,furan,furan
84.14,C1=CSC=C1,thiophene,thiophene
114.19,CC(C)CCC(=O)C,5-methylhexan-2-one,5-methyl-2-hexanone
114.14,CC(=O)CCC(=O)C,"hexane-2,5-dione","2,5-hexanedione"
116.16,CC(C)COC(=O)C,2-methylpropyl acetate,isobutyl acetate
270.5,CCCCCCCCCCCCCC(=O)OC(C)C,propan-2-yl tetradecanoate,isopropyl myristate
284.5,CCCCCCCCCCCCCC(=O)OCCCC,butyl tetradecanoate,butyl myristate
200.32,CCCCCCCCCC(=O)OCC,ethyl decanoate,ethyl decanoate
258.35,CCOC(=O)CCCCCCCCC(=O)OCC,diethyl decanedioate,diethyl decanedioate
186.29,CCCCCCCCCC(=O)OC,methyl decanoate,methyl decanoate
114.19,CCCCCC(=O)C,heptan-2-one,2-heptanone
116.16,CC(C)CCOC=O,3-methylbutyl formate,isopentyl formate
87.16,CCCCCN,pentan-1-amine,amylamine
86.13,CCCCC=O,pentanal,pentanal
104.22,CCCCCS,pentane-1-thiol,1-pentanethiol
90.12,COCCOC,"1,2-dimethoxyethane","1,2-dimethoxyethane"
88.11,CCCOC=O,propyl formate,propyl formate
106.19,CCSCCO,2-ethylsulfanylethanol,2-(ethylthio)ethanol
122.3,CCSSCC,(ethyldisulfanyl)ethane,diethyl disulfide
84.16,C1CCCCC1,cyclohexane,cyclohexane
85.15,C1CCNCC1,piperidine,piperidine
312.5,CCCCCCCCCCCCCCCC(=O)OCCCC,butyl hexadecanoate,butyl palmitate
158.24,CCCCCCCC(=O)OC,methyl octanoate,methyl octanoate
154.21,CCCCCC#CC(=O)OC,methyl oct-2-ynoate,methyl 2-octynoate
128.21,CCCCCCC(=O)C,octan-2-one,2-octanone
130.18,CCCCCCC(=O)O,heptanoic acid,heptanoic acid
132.16,CCOCCOC(=O)C,2-ethoxyethyl acetate,2-ethoxyethyl acetate
101.19,CCCCCCN,hexan-1-amine,hexylamine
102.17,CCCCCCO,hexan-1-ol,1-hexanol
118.24,CCCCCCS,hexane-1-thiol,1-hexanethiol
102.13,C=CCOCCO,2-prop-2-enoxyethanol,2-allyloxyethanol
118.24,CCCSCCC,1-propylsulfanylpropane,dipropyl sulfide
146.14,CC(=O)OCCOC(=O)C,2-acetyloxyethyl acetate,ethylene glycol diacetate
312.5,CCCCCCCCCCCCCCCCCC(=O)OCC,ethyl octadecanoate,ethyl stearate
112.21,CCCCCCC=C,oct-1-ene,1-octene
116.2,CCCCCCCO,heptan-1-ol,1-heptanol
114.19,CCCCCCC=O,heptanal,heptanal
118.17,CCCCOCCO,2-butoxyethanol,2-butoxyethanol
168.23,CCCCCCC#CC(=O)OC,methyl non-2-ynoate,methyl 2-nonynoate
198.3,COC(=O)CCCCCCCCC=C,methyl undec-10-enoate,methyl undec-10-enoate
128.25,CCCCCCCCC,nonane,nonane
146.3,CCCCCCCCS,octane-1-thiol,1-octanethiol
158.24,CCCCCCCCC(=O)O,nonanoic acid,nonanoic acid
158.24,CCCCCCCOC(=O)C,heptyl acetate,heptyl acetate
160.21,CCCCOCCOC(=O)C,2-butoxyethyl acetate,2-butoxyethyl acetate
170.29,CCCCCCCCCC(=O)C,undecan-2-one,2-undecanone
172.26,CCCCCCCCOC(=O)C,octyl acetate,octyl acetate
200.32,CCCCCCCCCCOC(=O)C,decyl acetate,decyl acetate
144.21,CCCCCCCOC=O,heptyl formate,heptyl formate
158.28,CCCCCCCCCCO,decan-1-ol,1-decanol
156.26,CCCCCCCCCC=O,decanal,decanal
158.24,CCCCCCCCOC=O,octyl formate,octyl formate
186.29,CCCCCCCCCCC(=O)O,undecanoic acid,undecanoic acid
270.5,CCCCCCCCCCCCCCCC(=O)OC,methyl hexadecanoate,methyl palmitate
170.33,CCCCCCCCCCCC,dodecane,dodecane
168.32,CCCCCCCCCCC=C,dodec-1-ene,1-dodecene
172.31,CCCCCCCCCCCO,undecan-1-ol,1-undecanol
170.29,C=CCCCCCCCCCO,undec-10-en-1-ol,10-undecen-1-ol
170.29,CCCCCCCCCCC=O,undecanal,undecanal
168.28,C=CCCCCCCCCC=O,undec-10-enal,10-undecenal
206.4,CCCCCSSCCCCC,1-(pentyldisulfanyl)pentane,112-51-6
186.33,CCCCCCCCCCCCO,dodecan-1-ol,1-dodecanol
184.32,CCCCCCCCCCCC=O,dodecanal,dodecanal
202.4,CCCCCCCCCCCCS,dodecane-1-thiol,1-dodecanethiol
298.5,CCCCCCCCCCCCCCCCCC(=O)OC,methyl octadecanoate,methyl stearate
228.37,CCCCCCCCCCCCOC(=O)C,dodecyl acetate,dodecyl acetate
200.36,CCCCCCCCCCCCCO,tridecan-1-ol,1-tridecanol
214.39,CCCCCCCCCCCCCCO,tetradecan-1-ol,1-tetradecanol
270.5,CCCCCCCCCCCCCCCCCCO,octadecan-1-ol,stearyl alcohol
282.5,CCCCCCCCCCCCCCCCCCCC,icosane,eicosane
86.13,CC(C)(C=C)O,2-methylbut-3-en-2-ol,2-methyl-3-buten-2-ol
196.29,CC(=CCCC(C)(C=C)OC(=O)C)C,"3,7-dimethylocta-1,6-dien-3-yl acetate",linalyl acetate
142.24,CC1CC(CC(C1)(C)C)O,"3,3,5-trimethylcyclohexan-1-ol","3,3,5-trimethylcyclohexanol"
74.08,CC(=O)CO,1-hydroxypropan-2-one,hydroxyacetone
102.13,CCC(C)C(=O)O,2-methylbutanoic acid,2-methylbutanoic acid
262.4,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C,"(4,8-dimethyl-2-propan-2-ylidene-3,3a,4,5,6,8a-hexahydro-1H-azulen-6-yl) acetate",vetiveryl acetate
214.22,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,phenyl 2-hydroxybenzoate,phenyl salicylate
262.34,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,"(3,3,5-trimethylcyclohexyl) 2-hydroxybenzoate",homosalate
228.24,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,benzyl 2-hydroxybenzoate,benzyl salicylate
250.33,CCCCC(CC)COC(=O)C1=CC=CC=C1O,2-ethylhexyl 2-hydroxybenzoate,2-ethylhexyl salicylate
166.17,CCOC(=O)C1=CC=CC=C1O,ethyl 2-hydroxybenzoate,ethyl salicylate
126.11,CC1=C(C(=O)C=CO1)O,3-hydroxy-2-methylpyran-4-one,maltol
136.15,CC(=O)C1=CC=CC=C1O,1-(2-hydroxyphenyl)ethanone,2'-hydroxyacetophenone
212.24,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,"2-hydroxy-1,2-diphenylethanone",benzoin
129.16,C1=CC=C2C=NC=CC2=C1,isoquinoline,isoquinoline
166.17,COC1=C(C=C(C=C1)C=O)OC,"3,4-dimethoxybenzaldehyde","3,4-dimethoxybenzaldehyde"
178.23,CCC(=O)OC(C)C1=CC=CC=C1,1-phenylethyl propanoate,1-phenylethyl propionate
150.13,C1OC2=C(O1)C=C(C=C2)C=O,"1,3-benzodioxole-5-carbaldehyde",piperonal
149.21,CC1=NC2=CC=CC=C2S1,"2-methyl-1,3-benzothiazole",2-methylbenzothiazole
84.12,C1CCC(=O)C1,cyclopentanone,cyclopentanone
85.15,CN1CCCC1,1-methylpyrrolidine,1-methylpyrrolidine
166.17,CCOC1=C(C=CC(=C1)C=O)O,3-ethoxy-4-hydroxybenzaldehyde,3-ethoxy-4-hydroxybenzaldehyde
168.15,COC1=C(C=CC(=C1)C(=O)O)O,4-hydroxy-3-methoxybenzoic acid,vanillic acid
192.21,CCOC(=O)C1C(O1)C2=CC=CC=C2,ethyl 3-phenyloxirane-2-carboxylate,ethyl 3-phenylglycidate
101.19,CCN(CC)CC,"N,N-diethylethanamine",triethylamine
166.17,COC1=CC=C(C=C1)C(=O)OC,methyl 4-methoxybenzoate,methyl 4-methoxybenzoate
134.17,CC1=CC=C(C=C1)C(=O)C,1-(4-methylphenyl)ethanone,4'-methylacetophenone
151.16,COC(=O)C1=CC=CC=C1N,methyl 2-aminobenzoate,methyl anthranilate
182.17,COC1=CC(=CC(=C1O)OC)C=O,"4-hydroxy-3,5-dimethoxybenzaldehyde",syringaldehyde
136.15,COC1=CC=CC=C1C=O,2-methoxybenzaldehyde,2-methoxybenzaldehyde
144.21,CCCCC(CC)C(=O)O,2-ethylhexanoic acid,2-ethylhexanoic acid
178.23,CCCCOC(=O)C1=CC=CC=C1,butyl benzoate,butyl benzoate
124.21,CC1=CC=CC=C1S,2-methylbenzenethiol,2-methylbenzenethiol
88.15,CCC(C)CO,2-methylbutan-1-ol,2-methyl-1-butanol
146.18,CCCCOC(=O)C(C)O,butyl 2-hydroxypropanoate,butyl lactate
154.25,CC(=C)C1CCC(CC1)(C)O,1-methyl-4-prop-1-en-2-ylcyclohexan-1-ol,beta-terpineol
260.28,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,"2,3-di(propanoyloxy)propyl propanoate",tripropionin
274.4,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,"3,7-dimethyloct-6-enyl 2-phenylacetate",citronellyl phenylacetate
138.12,C1=CC(=C(C=C1C=O)O)O,"3,4-dihydroxybenzaldehyde","3,4-dihydroxybenzaldehyde"
150.17,CC(=O)OCC1=CC=CC=C1,benzyl acetate,benzyl acetate
290.4,CCCCCCCCCCCC(=O)OCC1=CC=CC=C1,benzyl dodecanoate,benzyl laurate
206.28,CC(C)CC(=O)OCCC1=CC=CC=C1,2-phenylethyl 3-methylbutanoate,140-26-1
150.17,CC1=CC=C(C=C1)OC(=O)C,(4-methylphenyl) acetate,p-tolyl acetate
148.2,COC1=CC=C(C=C1)CC=C,1-methoxy-4-prop-2-enylbenzene,estragole
100.12,CCOC(=O)C=C,ethyl prop-2-enoate,ethyl acrylate
230.3,CCCCOC(=O)CCC(=O)OCCCC,dibutyl butanedioate,dibutyl succinate
258.35,CC(C)COC(=O)CCCCC(=O)OCC(C)C,bis(2-methylpropyl) hexanedioate,diisobutyl adipate
198.3,CC(CCCC(=C)C)CCOC(=O)C,"3,7-dimethyloct-7-enyl acetate",rhodinyl acetate
212.33,CCC(=O)OCCC(C)CCC=C(C)C,"3,7-dimethyloct-6-enyl propanoate",citronellyl propionate
226.35,CCCC(=O)OCCC(C)CCC=C(C)C,"3,7-dimethyloct-6-enyl butanoate",citronellyl butyrate
202.25,CCOC(=O)CCCCC(=O)OCC,diethyl hexanedioate,diethyl adipate
88.11,CCOC(=O)C,ethyl acetate,ethyl acetate
98.14,CC(=CC(=O)C)C,4-methylpent-3-en-2-one,mesityl oxide
218.33,CC(CCCC(C)(C)O)CC(OC)OC,"8,8-dimethoxy-2,6-dimethyloctan-2-ol","8,8-dimethoxy-2,6-dimethyloctan-2-ol"
130.14,CCOC(=O)CC(=O)C,ethyl 3-oxobutanoate,ethyl acetoacetate
95.1,C1=CC(=O)NC=C1,1H-pyridin-2-one,2-hydroxypyridine
170.25,CCCCCCC(=O)OCC=C,prop-2-enyl heptanoate,allyl heptanoate
116.16,CCCCCC(=O)O,hexanoic acid,hexanoic acid
298.5,CCCCCCCCCCCCCCCC(=O)OC(C)C,propan-2-yl hexadecanoate,isopropyl palmitate
144.21,CCCCCCOC(=O)C,hexyl acetate,hexyl acetate
130.23,CCCCOCCCC,1-butoxybutane,dibutyl ether
144.25,CCCCCCCCCO,nonan-1-ol,1-nonanol
186.29,CCCCCCCCCOC(=O)C,nonyl acetate,nonyl acetate
152.15,COC1=CC=CC(=C1O)C=O,2-hydroxy-3-methoxybenzaldehyde,2-hydroxy-3-methoxybenzaldehyde
124.14,COC1=CC=CC(=C1)O,3-methoxyphenol,3-methoxyphenol
246.4,C1=CC=C(C=C1)CSSCC2=CC=CC=C2,(benzyldisulfanyl)methylbenzene,dibenzyl disulfide
124.14,COC1=CC=C(C=C1)O,4-methoxyphenol,4-methoxyphenol
138.16,COC1=CC=C(C=C1)OC,"1,4-dimethoxybenzene","1,4-dimethoxybenzene"
198.3,CC(CCC=C(C)C)CCOC(=O)C,"3,7-dimethyloct-6-enyl acetate",citronellyl acetate
192.25,CC(=O)OC(C)(C)CC1=CC=CC=C1,(2-methyl-1-phenylpropan-2-yl) acetate,dimethylbenzylcarbinyl acetate
138.16,COC1=CC(=CC=C1)OC,"1,3-dimethoxybenzene","1,3-dimethoxybenzene"
158.28,CCC(C)CCC(C)(CC)O,"3,6-dimethyloctan-3-ol","3,6-dimethyloctan-3-ol"
85.13,C1=CSC=N1,"1,3-thiazole",thiazole
124.3,C1SCSS1,"1,2,4-trithiolane","1,2,4-trithiolane"
80.09,C1=CN=CC=N1,pyrazine,pyrazine
194.18,CC(=O)OCC1=CC2=C(C=C1)OCO2,"1,3-benzodioxol-5-ylmethyl acetate",piperonyl acetate
121.14,CC(=O)C1=CN=CC=C1,1-pyridin-3-ylethanone,3-acetylpyridine
90.19,CCSCC,ethylsulfanylethane,diethyl sulfide
126.2,CC(=CCCC(=O)C)C,6-methylhept-5-en-2-one,6-methyl-5-hepten-2-one
60.12,C1CS1,thiirane,thiirane
152.23,CC1=C(C(CCC1)(C)C)C=O,"2,6,6-trimethylcyclohexene-1-carbaldehyde",beta-cyclocitral
104.15,CCOCOCC,ethoxymethoxyethane,diethoxymethane
102.17,CC(C(C)(C)C)O,"3,3-dimethylbutan-2-ol","3,3-dimethyl-2-butanol"
154.25,CC(C)C12CCC(O1)(CC2)C,1-methyl-4-propan-2-yl-7-oxabicyclo[2.2.1]heptane,"1,4-cineole"
204.35,CC1=CC2C(CCC(=C2CC1)C)C(C)C,"4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene","cadina-1(10),4-diene"
208.25,COC1=CC(=CC(=C1OC)OC)CC=C,"1,2,3-trimethoxy-5-prop-2-enylbenzene",elemicin
154.25,CC1=CC(C(CC1)C(C)C)O,3-methyl-6-propan-2-ylcyclohex-2-en-1-ol,p-menth-1-en-3-ol
143.18,CC1=CC=NC2=CC=CC=C12,4-methylquinoline,lepidine
150.17,CC(C1=CC=CC=C1)C(=O)O,2-phenylpropanoic acid,2-phenylpropionic acid
148.2,CCCC(=O)C1=CC=CC=C1,1-phenylbutan-1-one,butyrophenone
152.15,C1OC2=C(O1)C=C(C=C2)CO,"1,3-benzodioxol-5-ylmethanol",piperonyl alcohol
120.15,C1COC2=CC=CC=C21,"2,3-dihydro-1-benzofuran","2,3-dihydrobenzofuran"
84.07,C1C=CC(=O)O1,2H-furan-5-one,2(5h)-furanone
156.26,CC1CCC(CC1)C(C)(C)O,2-(4-methylcyclohexyl)propan-2-ol,dihydroterpineol
154.25,CC1CCC(CC1=O)C(C)C,2-methyl-5-propan-2-ylcyclohexan-1-one,carvomenthone
150.22,CC1=C(C=C(C=C1)C(C)C)O,2-methyl-5-propan-2-ylphenol,carvacrol
138.16,C1=CC(=CC=C1CCO)O,4-(2-hydroxyethyl)phenol,2-(4-hydroxyphenyl)ethanol
282.5,CCCCCCCCCCCCCCC1CCC(=O)O1,5-tetradecyloxolan-2-one,gamma-stearolactone
112.17,C1CCCC(=O)CC1,cycloheptanone,cycloheptanone
170.25,CC(CCC=C(C)C)CC(=O)O,"3,7-dimethyloct-6-enoic acid",citronellic acid
142.24,CCCCC(=O)CCCC,nonan-5-one,5-nonanone
268.5,CC(C)CCCC(C)CCCC(C)CCCC(=O)C,"6,10,14-trimethylpentadecan-2-one",502-69-2
102.13,CC(C)CC(=O)O,3-methylbutanoic acid,isovaleric acid
106.19,CSCCCO,3-methylsulfanylpropan-1-ol,methionol
120.2,C1CSCCS1,"1,4-dithiane","1,4-dithiane"
296.5,CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O,"3,7,11,15-tetramethylhexadec-1-en-3-ol",isophytol
98.14,CCCC=CC=O,hex-2-enal,hexenal
270.5,CCCCCCCCCCCCCCCCC(=O)O,heptadecanoic acid,heptadecanoic acid
76.12,CC(=O)S,ethanethioic S-acid,thioacetic acid
90.19,CC(C)CS,2-methylpropane-1-thiol,isobutyl mercaptan
90.19,CCC(C)S,butane-2-thiol,2-butanethiol
152.23,CC1(C2CC=C(C1C2)CO)C,"(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)methanol",myrtenol
